nctid,version_number,total_versions,version_date,overall_status,study_start_date,primary_completion_date,primary_completion_date_type,enrolment,enrolment_type,min_age,max_age,sex,gender_based,accepts_healthy_volunteers,criteria,outcome_measures,contacts
NCT01801787,4,5,2015-07-24,Recruiting,2013-03-01,2015-12-01,Anticipated,30,Anticipated,18,80,All,NA,No,"[""Inclusion Criteria:\n\ndiagnosis of schizophrenia\nchronic auditory verbal hallucinations\nright-handed\n\nExclusion Criteria:\n\ndrug abuse other than nicotine\nsevere cognitive deficits\nsevere medical conditions\nsevere neurological disorders\nsevere microangiopathy\nhistory of electroconvulsive therapy\npregnancy or lactation""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Change of Auditory Hallucination Rating Scale score\n[ Time Frame: baseline; 3 days after intervention; 3 months after intervention ]\n\nAuditory Hallucination Rating Scale score will be assessed at baseline; changes thereof at 3 days after intervention and 3 months after intervention are primary outcome measures""},{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Positive And Negative Syndrome Scale\n[ Time Frame: baseline; 3 days after intervention; 3 months after intervention ]\n\nPositive And Negative Syndrome Scale score will be assessed at baseline; changes thereof at 3 days after intervention and 3 months after intervention are secondary outcome measures""},{""section"":""Other Outcome Measures:"",""label"":""1."",""content"":""N1 suppression during talking and listening\n[ Time Frame: baseline; 3 days after intervention ]\n\nN1 suppression during talking and listening will be assessed at baseline; change thereof at 3 days after intervention is further outcome measure""},{""section"":""Other Outcome Measures:"",""label"":""2."",""content"":""Diffusion Tensor Imaging: Fractional anisotropy of longitudinal superior fascicle and arcuate fascicle\n[ Time Frame: baseline; 3 days after intervention ]\n\nFractional anisotropy of longitudinal superior fascicle and arcuate fascicle will be assessed at baseline; change thereof 3 days after intervention is further outcome measure""},{""section"":""Other Outcome Measures:"",""label"":""3."",""content"":""Default Mode Network connectivity\n[ Time Frame: baseline; 3 days after intervention ]\n\nDefault Mode Network connectivity will be assessed at baseline; change thereof 3 days after intervention is further outcome measure""}]","[{""label"":""Central Contact Person:"",""content"":""Andres H. Neuhaus, MD\nTelephone: 004930450517614\nEmail: andres.neuhaus@charite.de""},{""label"":""Study Officials:"",""content"":""Robert Lindenberg, MD\nPrincipal Investigator\nDepartment of Neurology, Charité University Medicine Berlin""},{""label"":""Study Officials:"",""content"":""Andres H. Neuhaus, MD\nPrincipal Investigator\nDepartment of Psychiatry, Charité University Medicine Berlin""}]"
NCT01801787,5,5,2016-08-13,Completed,2013-03-01,2015-12-01,Actual,30,Actual,18,80,All,NA,No,"[""Inclusion Criteria:\n\ndiagnosis of schizophrenia\nchronic auditory verbal hallucinations\nright-handed\n\nExclusion Criteria:\n\ndrug abuse other than nicotine\nsevere cognitive deficits\nsevere medical conditions\nsevere neurological disorders\nsevere microangiopathy\nhistory of electroconvulsive therapy\npregnancy or lactation""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Change of Auditory Hallucination Rating Scale score\n[ Time Frame: baseline; 3 days after intervention; 3 months after intervention ]\n\nAuditory Hallucination Rating Scale score will be assessed at baseline; changes thereof at 3 days after intervention and 3 months after intervention are primary outcome measures""},{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Positive And Negative Syndrome Scale\n[ Time Frame: baseline; 3 days after intervention; 3 months after intervention ]\n\nPositive And Negative Syndrome Scale score will be assessed at baseline; changes thereof at 3 days after intervention and 3 months after intervention are secondary outcome measures""},{""section"":""Other Outcome Measures:"",""label"":""1."",""content"":""N1 suppression during talking and listening\n[ Time Frame: baseline; 3 days after intervention ]\n\nN1 suppression during talking and listening will be assessed at baseline; change thereof at 3 days after intervention is further outcome measure""},{""section"":""Other Outcome Measures:"",""label"":""2."",""content"":""Diffusion Tensor Imaging: Fractional anisotropy of longitudinal superior fascicle and arcuate fascicle\n[ Time Frame: baseline; 3 days after intervention ]\n\nFractional anisotropy of longitudinal superior fascicle and arcuate fascicle will be assessed at baseline; change thereof 3 days after intervention is further outcome measure""},{""section"":""Other Outcome Measures:"",""label"":""3."",""content"":""Default Mode Network connectivity\n[ Time Frame: baseline; 3 days after intervention ]\n\nDefault Mode Network connectivity will be assessed at baseline; change thereof 3 days after intervention is further outcome measure""}]","[{""label"":""Study Officials:"",""content"":""Robert Lindenberg, MD\nPrincipal Investigator\nDepartment of Neurology, Charité University Medicine Berlin""},{""label"":""Study Officials:"",""content"":""Andres H. Neuhaus, MD\nPrincipal Investigator\nDepartment of Psychiatry, Charité University Medicine Berlin""}]"
NCT01811589,1,7,2013-03-13,Not yet recruiting,2015-05-01,2015-09-01,Anticipated,144,Anticipated,NA,NA,All,NA,No,"[""Inclusion Criteria:\n\nPatients requiring a permanent ventricular catheter for the treatment of CSF - circulation disorder or another disease (ventricular shunt oder Ommaya/Rickham-Reservoir)\nFrontal occipital horn ratio (FOHR) < 0.5\nUse of a new puncture channel\nFrontal access to the ventricles\nPatient´s informed consent\n\nExclusion Criteria:\n\nKnown unevenness of the skull at the entry point\nSlit ventricles; Frontal and occipital horn width ratio (FOHWR) < 0.05\nParticipation in another clinical trial with interfering endpoints""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Rate of he primary successful ventricular catheter placement with a Grade I or Grade I b and location in the ipsilateral ventricle\n[ Time Frame: Within the first 40 days ]""}]","[{""label"":""Central Contact Person:"",""content"":""Valentin Hermanutz, Dr.\nTelephone: +49-7461-95-2633\nEmail: valentin.hermanutz@aesculap.de""},{""label"":""Study Officials:"",""content"":""Ulrich W Thomale, PD Dr. med.\nPrincipal Investigator\nCharite University, Berlin, Germany""}]"
NCT01811589,2,7,2013-06-21,Recruiting,2013-05-01,2015-09-01,Anticipated,144,Anticipated,NA,NA,All,NA,No,"[""Inclusion Criteria:\n\nPatients requiring a permanent ventricular catheter for the treatment of CSF (cerebrospinal fluid) - circulation disorder or another disease (ventricular shunt oder Ommaya/Rickham-Reservoir)\nFrontal occipital horn ratio (FOHR) < 0.5\nUse of a new puncture channel\nFrontal access to the ventricles\nPatient´s informed consent\n\nExclusion Criteria:\n\nKnown unevenness of the skull at the entry point\nSlit ventricles; Frontal and occipital horn width ratio (FOHWR) < 0.05\nParticipation in another clinical trial with interfering endpoints""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Rate of he primary successful ventricular catheter placement with a Grade I or Grade I b and location in the ipsilateral ventricle\n[ Time Frame: Within the first 40 days ]""}]","[{""label"":""Central Contact Person:"",""content"":""Valentin Hermanutz, Dr.\nTelephone: +49-7461-95-2633\nEmail: valentin.hermanutz@aesculap.de""},{""label"":""Study Officials:"",""content"":""Ulrich W Thomale, PD Dr. med.\nPrincipal Investigator\nCharite University, Berlin, Germany""}]"
NCT01811589,3,7,2014-05-22,Recruiting,2013-05-01,2015-09-01,Anticipated,144,Anticipated,NA,NA,All,NA,No,"[""Inclusion Criteria:\n\nPatients requiring a permanent ventricular catheter for the treatment of CSF (cerebrospinal fluid) - circulation disorder or another disease (ventricular shunt oder Ommaya/Rickham-Reservoir)\nFrontal occipital horn ratio (FOHR) < 0.5\nUse of a new puncture channel\nFrontal access to the ventricles\nPatient´s informed consent\n\nExclusion Criteria:\n\nKnown unevenness of the skull at the entry point\nSlit ventricles; Frontal and occipital horn width ratio (FOHWR) < 0.05\nParticipation in another clinical trial with interfering endpoints""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Rate of he primary successful ventricular catheter placement with a Grade I or Grade I b and location in the ipsilateral ventricle\n[ Time Frame: Within the first 40 days ]""}]","[{""label"":""Central Contact Person:"",""content"":""Magdalena Motyl, Dr.\nTelephone: +49-7461-95-31482\nEmail: magdalena.motyl@aesculap.de""},{""label"":""Study Officials:"",""content"":""Ulrich W Thomale, PD Dr. med.\nPrincipal Investigator\nCharite University, Berlin, Germany""}]"
NCT01811589,4,7,2014-06-23,Recruiting,2013-05-01,2015-09-01,Anticipated,144,Anticipated,NA,NA,All,NA,No,"[""Inclusion Criteria:\n\nPatients requiring a permanent ventricular catheter for the treatment of CSF (cerebrospinal fluid) - circulation disorder or another disease (ventricular shunt oder Ommaya/Rickham-Reservoir)\nFrontal occipital horn ratio (FOHR) < 0.5\nUse of a new puncture channel\nFrontal access to the ventricles\nPatient´s informed consent\n\nExclusion Criteria:\n\nKnown unevenness of the skull at the entry point\nSlit ventricles; Frontal and occipital horn width ratio (FOHWR) < 0.05\nParticipation in another clinical trial with interfering endpoints""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Rate of he primary successful ventricular catheter placement with a Grade I or Grade I b and location in the ipsilateral ventricle\n[ Time Frame: Within the first 40 days ]""}]","[{""label"":""Central Contact Person:"",""content"":""Magdalena Motyl, Dr.\nTelephone: +49-7461-95-31482\nEmail: magdalena.motyl@aesculap.de""},{""label"":""Study Officials:"",""content"":""Ulrich W Thomale, PD Dr. med.\nPrincipal Investigator\nCharite University, Berlin, Germany""}]"
NCT01811589,5,7,2014-08-15,Recruiting,2013-05-01,2015-09-01,Anticipated,144,Anticipated,NA,NA,All,NA,No,"[""Inclusion Criteria:\n\nPatients requiring a permanent ventricular catheter for the treatment of CSF (cerebrospinal fluid) - circulation disorder or another disease (ventricular shunt oder Ommaya/Rickham-Reservoir)\nFrontal occipital horn ratio (FOHR) < 0.5\nUse of a new puncture channel\nFrontal access to the ventricles\nPatient´s informed consent\n\nExclusion Criteria:\n\nKnown unevenness of the skull at the entry point\nSlit ventricles; Frontal and occipital horn width ratio (FOHWR) < 0.05\nParticipation in another clinical trial with interfering endpoints""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Rate of he primary successful ventricular catheter placement with a Grade I or Grade I b and location in the ipsilateral ventricle\n[ Time Frame: Within the first 40 days ]""}]","[{""label"":""Central Contact Person:"",""content"":""Magdalena Motyl, Dr.\nTelephone: +49-7461-95-31482\nEmail: magdalena.motyl@aesculap.de""},{""label"":""Study Officials:"",""content"":""Ulrich W Thomale, PD Dr. med.\nPrincipal Investigator\nCharite University, Berlin, Germany""}]"
NCT01811589,6,7,2015-01-26,Completed,2013-05-01,2015-01-01,Actual,144,Actual,NA,NA,All,NA,No,"[""Inclusion Criteria:\n\nPatients requiring a permanent ventricular catheter for the treatment of CSF (cerebrospinal fluid) - circulation disorder or another disease (ventricular shunt oder Ommaya/Rickham-Reservoir)\nFrontal occipital horn ratio (FOHR) < 0.5\nUse of a new puncture channel\nFrontal access to the ventricles\nPatient´s informed consent\n\nExclusion Criteria:\n\nKnown unevenness of the skull at the entry point\nSlit ventricles; Frontal and occipital horn width ratio (FOHWR) < 0.05\nParticipation in another clinical trial with interfering endpoints""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Rate of he primary successful ventricular catheter placement with a Grade I or Grade I b and location in the ipsilateral ventricle\n[ Time Frame: Within the first 40 days ]""}]","[{""label"":""Study Officials:"",""content"":""Ulrich W Thomale, PD Dr. med.\nPrincipal Investigator\nCharite University, Berlin, Germany""}]"
NCT01811589,7,7,2019-06-04,Completed,2013-05-01,2015-01-01,Actual,144,Actual,NA,NA,All,NA,No,"[""Inclusion Criteria:\n\nPatients requiring a permanent ventricular catheter for the treatment of CSF (cerebrospinal fluid) - circulation disorder or another disease (ventricular shunt oder Ommaya/Rickham-Reservoir)\nFrontal occipital horn ratio (FOHR) < 0.5\nUse of a new puncture channel\nFrontal access to the ventricles\nPatient´s informed consent\n\nExclusion Criteria:\n\nKnown unevenness of the skull at the entry point\nSlit ventricles; Frontal and occipital horn width ratio (FOHWR) < 0.05\nParticipation in another clinical trial with interfering endpoints""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Rate of he primary successful ventricular catheter placement with a Grade I or Grade I b and location in the ipsilateral ventricle\n[ Time Frame: Within the first 40 days ]""}]","[{""label"":""Study Officials:"",""content"":""Ulrich W Thomale, PD Dr. med.\nPrincipal Investigator\nCharite University, Berlin, Germany""}]"
NCT01815528,1,2,2013-03-19,Recruiting,2013-03-01,2015-07-01,Anticipated,51,Anticipated,18,NA,Female,NA,No,"[""Inclusion Criteria:\n\nHistologically or cytologically confirmed epithelial ovarian cancer, primary peritoneal carcinomatosis or fallopian tube cancer\nRecurrent ovarian cancer disease\nSigns for progression either measurable disease according to RECIST or CA 125 increase according the GCIG-criteria or clinical symptoms of tumor progression according to RECIST\nRadiologically and cytologically confirmed malignant ascites possible to puncture\nLife expectancy ≥ 12 weeks\nAge ≥ 18 years\nECOG performance status at least 1\nNo prior operation or, in case of prior operation, the patient must be recovered therefrom. The operation must be performed at least 4 weeks prior to start of study drug\nCapable of understanding the purposes and risks of the study, willing and able to participate in the study, and written informed consent\nNon-childbearing potential or negative pregnancy test\n\nExclusion Criteria:\n\nknown brain metastases\nConcomitant cancer, chemo- or radiotherapy (except for local radiation therapy for bone marrow metastases)\nAny investigational product within 2 weeks prior to first administration of catumaxomab\nIn cases of previous exposure to investigational product, cancer-, chemo-, immune- or radiotherapy (except for local radiation therapy for bone marrow metastasis):\n\nnot sufficiently recovered from previous treatment (toxicity present) based on adequate laboratory values and general status according to other in-/exclusion criteria (i.e. this might be less than 1 or 2 weeks after a weekly or bi-weekly scheduled previous therapy regimen)\n\nPatients must not have been exposed to nitrosoureas or mitomycin C within 6 weeks prior the first infusion of catumaxomab\nAbnormal organ or bone marrow function\nUse of immune-suppressive agents for the past 4 weeks prior to first administration of catumaxomab. For regular use of systemic corticosteroids patients should only be included after stepwise discontinuation to be free of steroids for a minimum of 5 days prior to study entry\nAny known active and chronic infection\nKnown HIV infection and / or hepatitis B virus or hepatitis C virus\nAny other concurrent disease or medical conditions that are deemed to interfere with the conduct of the study as judged by the investigator\nKnown or suspected hypersensitivity to catumaxomab and its analogues in general or to murine proteins (from rat or mouse)\nKnown or suspected hypersensitivity to PLD, topotecan, paclitaxel, gemcitabine or their excipients.\nPatients with congestive heart failure New York Heart Association (NYHA) Class III and IV. Cardiac arrhythmias (except atrioventricular block type I and II, atrial fibrillation/flutter bundle brunch block)or other signs and symptoms of relevant cardiovascular disease\nBody mass index (BMI) < 17 (assessment after ascites drainage)\nInadequate respiratory function in the opinion of the investigator\nPresence of complete bowel obstruction\nPatients with substance abuse, medical or psychological or social conditions which the investigator believes would preclude compliance with the study requirements.\nUnwilling or unable to follow protocol requirements\nParticipation in another clinical study with experimental therapy within 14 days before start of treatment\nLegal incapacity or limited legal capacity\nSubjects housed in an institution on official or legal orders\nPregnancy or lactation period""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Feasibility of close sequential combination of catumaxomab and established chemotherapy regimens\n[ Time Frame: Approximately 5 months after start of treatment per patient ]\n\nFeasibility of close sequential combination of catumaxomab and established chemotherapy regimens defined by rate of patients with at least 4 chemotherapy cycles following 4 applications of catumaxomab within 20 days as described in the scope of this clinical trial.""},{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Number and severity of adverse events as a measure of safety and tolerability\n[ Time Frame: Approximately 2.5 years after start of study ]\n\n\n\nOverall safety evaluation, including cytokine related toxicities (safety score catumaxomab\n\nnumber and severity of adverse events\nnumber of patients with AEs\noccurrence of cytokine release related symptoms\nhospitalization frequency and duration\nchanges in clinically relevant laboratory values (hematology, clinical chemistry, coagulation, and urinalysis)""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Percentage of patients who can receive all 4 applications of catumaxomab within 20 days and who are able and committed to receive further mono chemotherapy\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nPercentage of patients who can receive all 4 applications of catumaxomab within 20 days and who are able and committed to receive further mono chemotherapy""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Percentage of patients who can start chemotherapy after a maximum of 4-7 days after last catumaxomab application\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nPercentage of patients who can start chemotherapy after a maximum of 4-7 days after last catumaxomab application""},{""section"":""Secondary Outcome Measures:"",""label"":""4."",""content"":""Percentage of patients with no signs of malignant ascites at time of progression or change of therapeutic strategy\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nPercentage of patients with no signs of malignant ascites at time of progression or change of therapeutic strategy""},{""section"":""Secondary Outcome Measures:"",""label"":""5."",""content"":""Puncture-free interval (defined as paracentesis-free interval after last catumaxomab application/ removal of catheter)\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nPuncture-free interval (defined as paracentesis-free interval after last catumaxomab application/ removal of catheter)""},{""section"":""Secondary Outcome Measures:"",""label"":""6."",""content"":""Time to progression (TTP) according to RECIST and/or CA-125 response rate\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nTime to progression (TTP) according to RECIST and/or CA-125 response rate""},{""section"":""Secondary Outcome Measures:"",""label"":""7."",""content"":""Overall response rate (ORR) defined as patients with complete or partial response and duration of response (according to RECIST and/or CA-125 response)\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nOverall response rate (ORR) and duration of response (according to RECIST and/or CA-125 response) of second or third or fourth line chemotherapy and compare with historical data""},{""section"":""Secondary Outcome Measures:"",""label"":""8."",""content"":""To assess treatment free interval to subsequent therapy (defined as duration of the interval between last chemotherapy application and start of next chemotherapy\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nTo assess treatment free interval to subsequent therapy (defined as duration of the interval between last chemotherapy application and start of next chemotherapy""},{""section"":""Secondary Outcome Measures:"",""label"":""9."",""content"":""To assess PFS according to RECIST and/or CA-125 response rate, OS\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nTo assess PFS according to RECIST and/or CA-125 response rate, OS""},{""section"":""Secondary Outcome Measures:"",""label"":""10."",""content"":""To assess quality of life over time as defined by EORTC-QLQ C 30 and Ovar 28 questionnaire\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nTo assess quality of life over time as defined by EORTC-QLQ C 30 and Ovar 28 questionnaire""},{""section"":""Secondary Outcome Measures:"",""label"":""11."",""content"":""Potential predictive clinical factors for response to catumaxomab\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nAnalysis of potential predictive clinical factors for response to catumaxomab (e.g. amount of ascites, histology, relative lymphocyte count)""}]","[{""label"":""Central Contact Person:"",""content"":""Jalid Sehouli, Prof. Dr.\nTelephone: 030 450 Ext. 564002\nEmail: jalid.sehouli@charite.de""},{""label"":""Central Contact Backup:"",""content"":""Radoslav Chekerov, Dr.\nTelephone: 030 450 564 Ext. 664399\nEmail: radoslav.chekerov@charite.de""}]"
NCT01815528,2,2,2015-02-17,Completed,2013-03-01,2014-02-01,Actual,2,Actual,18,NA,Female,NA,No,"[""Inclusion Criteria:\n\nHistologically or cytologically confirmed epithelial ovarian cancer, primary peritoneal carcinomatosis or fallopian tube cancer\nRecurrent ovarian cancer disease\nSigns for progression either measurable disease according to RECIST or CA 125 increase according the GCIG-criteria or clinical symptoms of tumor progression according to RECIST\nRadiologically and cytologically confirmed malignant ascites possible to puncture\nLife expectancy ≥ 12 weeks\nAge ≥ 18 years\nECOG performance status at least 1\nNo prior operation or, in case of prior operation, the patient must be recovered therefrom. The operation must be performed at least 4 weeks prior to start of study drug\nCapable of understanding the purposes and risks of the study, willing and able to participate in the study, and written informed consent\nNon-childbearing potential or negative pregnancy test\n\nExclusion Criteria:\n\nknown brain metastases\nConcomitant cancer, chemo- or radiotherapy (except for local radiation therapy for bone marrow metastases)\nAny investigational product within 2 weeks prior to first administration of catumaxomab\nIn cases of previous exposure to investigational product, cancer-, chemo-, immune- or radiotherapy (except for local radiation therapy for bone marrow metastasis):\n\nnot sufficiently recovered from previous treatment (toxicity present) based on adequate laboratory values and general status according to other in-/exclusion criteria (i.e. this might be less than 1 or 2 weeks after a weekly or bi-weekly scheduled previous therapy regimen)\n\nPatients must not have been exposed to nitrosoureas or mitomycin C within 6 weeks prior the first infusion of catumaxomab\nAbnormal organ or bone marrow function\nUse of immune-suppressive agents for the past 4 weeks prior to first administration of catumaxomab. For regular use of systemic corticosteroids patients should only be included after stepwise discontinuation to be free of steroids for a minimum of 5 days prior to study entry\nAny known active and chronic infection\nKnown HIV infection and / or hepatitis B virus or hepatitis C virus\nAny other concurrent disease or medical conditions that are deemed to interfere with the conduct of the study as judged by the investigator\nKnown or suspected hypersensitivity to catumaxomab and its analogues in general or to murine proteins (from rat or mouse)\nKnown or suspected hypersensitivity to PLD, topotecan, paclitaxel, gemcitabine or their excipients.\nPatients with congestive heart failure New York Heart Association (NYHA) Class III and IV. Cardiac arrhythmias (except atrioventricular block type I and II, atrial fibrillation/flutter bundle brunch block)or other signs and symptoms of relevant cardiovascular disease\nBody mass index (BMI) < 17 (assessment after ascites drainage)\nInadequate respiratory function in the opinion of the investigator\nPresence of complete bowel obstruction\nPatients with substance abuse, medical or psychological or social conditions which the investigator believes would preclude compliance with the study requirements.\nUnwilling or unable to follow protocol requirements\nParticipation in another clinical study with experimental therapy within 14 days before start of treatment\nLegal incapacity or limited legal capacity\nSubjects housed in an institution on official or legal orders\nPregnancy or lactation period""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Feasibility of close sequential combination of catumaxomab and established chemotherapy regimens\n[ Time Frame: Approximately 5 months after start of treatment per patient ]\n\nFeasibility of close sequential combination of catumaxomab and established chemotherapy regimens defined by rate of patients with at least 4 chemotherapy cycles following 4 applications of catumaxomab within 20 days as described in the scope of this clinical trial.""},{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""Number and severity of adverse events as a measure of safety and tolerability\n[ Time Frame: Approximately 2.5 years after start of study ]\n\n\n\nOverall safety evaluation, including cytokine related toxicities (safety score catumaxomab\n\nnumber and severity of adverse events\nnumber of patients with AEs\noccurrence of cytokine release related symptoms\nhospitalization frequency and duration\nchanges in clinically relevant laboratory values (hematology, clinical chemistry, coagulation, and urinalysis)""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""Percentage of patients who can receive all 4 applications of catumaxomab within 20 days and who are able and committed to receive further mono chemotherapy\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nPercentage of patients who can receive all 4 applications of catumaxomab within 20 days and who are able and committed to receive further mono chemotherapy""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""Percentage of patients who can start chemotherapy after a maximum of 4-7 days after last catumaxomab application\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nPercentage of patients who can start chemotherapy after a maximum of 4-7 days after last catumaxomab application""},{""section"":""Secondary Outcome Measures:"",""label"":""4."",""content"":""Percentage of patients with no signs of malignant ascites at time of progression or change of therapeutic strategy\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nPercentage of patients with no signs of malignant ascites at time of progression or change of therapeutic strategy""},{""section"":""Secondary Outcome Measures:"",""label"":""5."",""content"":""Puncture-free interval (defined as paracentesis-free interval after last catumaxomab application/ removal of catheter)\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nPuncture-free interval (defined as paracentesis-free interval after last catumaxomab application/ removal of catheter)""},{""section"":""Secondary Outcome Measures:"",""label"":""6."",""content"":""Time to progression (TTP) according to RECIST and/or CA-125 response rate\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nTime to progression (TTP) according to RECIST and/or CA-125 response rate""},{""section"":""Secondary Outcome Measures:"",""label"":""7."",""content"":""Overall response rate (ORR) defined as patients with complete or partial response and duration of response (according to RECIST and/or CA-125 response)\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nOverall response rate (ORR) and duration of response (according to RECIST and/or CA-125 response) of second or third or fourth line chemotherapy and compare with historical data""},{""section"":""Secondary Outcome Measures:"",""label"":""8."",""content"":""To assess treatment free interval to subsequent therapy (defined as duration of the interval between last chemotherapy application and start of next chemotherapy\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nTo assess treatment free interval to subsequent therapy (defined as duration of the interval between last chemotherapy application and start of next chemotherapy""},{""section"":""Secondary Outcome Measures:"",""label"":""9."",""content"":""To assess PFS according to RECIST and/or CA-125 response rate, OS\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nTo assess PFS according to RECIST and/or CA-125 response rate, OS""},{""section"":""Secondary Outcome Measures:"",""label"":""10."",""content"":""To assess quality of life over time as defined by EORTC-QLQ C 30 and Ovar 28 questionnaire\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nTo assess quality of life over time as defined by EORTC-QLQ C 30 and Ovar 28 questionnaire""},{""section"":""Secondary Outcome Measures:"",""label"":""11."",""content"":""Potential predictive clinical factors for response to catumaxomab\n[ Time Frame: Approximately 2.5 years after start of study ]\n\nAnalysis of potential predictive clinical factors for response to catumaxomab (e.g. amount of ascites, histology, relative lymphocyte count)""}]",[]
NCT01832740,1,5,2013-04-12,Recruiting,2013-01-01,2014-02-01,Anticipated,22,Anticipated,18,35,All,NA,Yes,"[""Inclusion Criteria:\n\nhealthy Subjects\nunobtrusive, neuropsychological screening\nage: 18-35 years\nright handed\n\nExclusion Criteria:\n\nuntreated severe internal or psychiatric diseases\nepilepsy\nother severe neurological diseases eg., previous major stroke, brain tumour\ncontraindications to MRI""]","[{""section"":""Primary Outcome Measures:"",""label"":""1."",""content"":""Retention of declarative memories after 0.75 Hz stimulation during SWS, vs after sham stimulation during SWS\n[ Time Frame: 4 weeks ]\n\nRetention (difference values between performance at retrieval after sleep minus performance at learning before sleep) between stimulation conditions (0.75 Hz during SWS, vs sham stimulation during SWS) in the declarative memory task.""},{""section"":""Secondary Outcome Measures:"",""label"":""1."",""content"":""1. Amount of Slow wave Sleep\n[ Time Frame: 4 weeks ]\n\n1. Amount of slow wave sleep assessed by standard polysomnographic criteria in 0,75 Hz vs SHAM stimulation during SWS.""},{""section"":""Secondary Outcome Measures:"",""label"":""2."",""content"":""2. sleep spindels\n[ Time Frame: 4 weeks ]\n\n2. Spindel activity during sleep indicated via several spindel parameters like number, duration, frequency of spindles; compared between 0,75 Hz and SHAM stimulation during SWS.""},{""section"":""Secondary Outcome Measures:"",""label"":""3."",""content"":""3. EEG-correlates\n[ Time Frame: 4 weeks ]\n\n3. Neuronal correlates (EEG-power in slow oscillation frequency bands induced by 0,75 Hz vs SHAM stimulation during SWS; EEG-correlates of encoding and retrieval of a declarative memory task).""},{""section"":""Secondary Outcome Measures:"",""label"":""4."",""content"":""4. further memory systems\n[ Time Frame: 4 weeks ]\n\n4. Performance in further memory systems (procedural), compared between 0,75 Hz and SHAM stimulation during SWS.""}]","[{""label"":""Central Contact Person:"",""content"":""Sven Paßmann, M.sc.\nTelephone: 030/450 560 395\nEmail: sven.passmann@charite.de""},{""label"":""Central Contact Backup:"",""content"":""Nadine Külzow, PhD\nTelephone: 030/450 560 140\nEmail: nadine.kuelzow@charite.de""},{""label"":""Study Officials:"",""content"":""Agnes Flöel, Professor\nPrincipal Investigator\nCharite Universitätsmedizin Berlin - Neurologie""}]"
