drksid,version_number,total_versions,version_date,recruitment_status,start_date,closing_date,enrolment,enrolment_type,min_age,max_age,gender,inclusion_criteria,exclusion_criteria,primary_outcomes,secondary_outcomes,contacts
DRKS00007117,1,1,2014-11-05,"Recruiting complete, follow-up complete",2014-01-01,2014-10-01,200,Actual,18 Years,50 Years,Female,"[""Additional Inclusion Criteria"",""1. Age >18 years and fulfilling all criteria for a medically indicated need for CS. The indications\nare according to the guidelines of the German Society for Gynaecology and Obstetrics.\n2. Willing to be assigned to any of the study intervention groups\n3. Gestational age >37 weeks, patients without history of heavy peripartal bleeding, bleeding\ndisorders or other severe known maternal morbidities and known fetal anomalies.""]","[""Exclusion Criteria"",""1. preoperative change of consent from the parents\n2. heavy bleeding or other unexpected complications during CS and mechanical difficulty with the\nlift out of the babies head or breech.\n3. All fetuses with prenatal diagnosed anomalies which required an immediate treatment were\nexcluded (e.g. relevant congenital heart anomalies, closing defects of the abdominal wall,\ndiaphragmatic hernia).\n4. patients without written informed consent.""]","[""1. Perinatal safety: APGAR Scores. Admission to an intensive care unit. Cardiorespiratory\nproblems. Blood gas analysis umbilical cord (arterial pH value). Satisfaction with birth\n2. Mothers safety: cardiorespiratory disorders. Blood loss.\nModified Likert Scales were used to assess parameters of birth experience/satisfaction. Patients were asked with a standardized questionnaire between the second and fourth day after surgery.\n""]","[""1. Success rates of breast feeding.\n2. Problems with breast feeding.\n3. Conception of early-skin-to-skin contact.\n4. Complications of the attending partner.\nAgain Likert Scales were used. Also standardized questionnaire, given between 2nd and 4th day after birth.""]","[{""label"":""Primary Sponsor"",""affiliation"":""Klinik für Geburtsmedizin der Charité"",""telephone"":""030 450 664356"",""fax"":""[---]*"",""email"":""robert.armbrust at charite,de"",""url"":""[---]*"",""name"":""Mr. Dr. med. Robert Armbrust""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Klinik für Geburtsmedizin der Charité"",""telephone"":""030 450 664356"",""fax"":""[---]*"",""email"":""robert.armbrust at charite,de"",""url"":""[---]*"",""name"":""Mr. Dr. med. Robert Armbrust""},{""label"":""Contact for Public Queries"",""affiliation"":""Klinik für Geburtsmedizin der Charité"",""telephone"":""030 450 664356"",""fax"":""[---]*"",""email"":""robert.armbrust at charite,de"",""url"":""[---]*"",""name"":""Mr. Dr. med. Robert Armbrust""}]"
DRKS00009347,1,6,2015-11-27,Recruiting ongoing,2015-09-23,NA,60,Actual,18 Years,70 Years,"Both, male and female","[""Additional Inclusion Criteria"",""- sex: male and female\n- minimum age: 18 years\n- maximum age: 70 years\n- healthy sleep (control group) or\npresence of one of the following diagnoses:\no restless legs syndrome\no obstructive sleep apnea\n- comprehension of the study protocol\n- written consent\n""]","[""Exclusion Criteria"",""- severe heart failure\n- severe respiratory failure\n- home ventilation (BiLevel or higher)\n- acute psychiatric disorder like severe depression, - mania or psychosis\n- body mass index > 40\n- pregnancy\ns- leep disorders (only relevant to control group)\n""]","[""Comparison of the data on night time movements that are collected with Video-KinectTM with the parameters of polysomnography regarding to depth of sleep, quality of sleep and sleep disturbance.""]","[""Compilation of a sleep profile (awake/sleep) based on the data of Kinect and comparison of these profile with the sleep profile that is calculated with polysomnography or actigraphy.""]","[{""label"":""Primary Sponsor"",""affiliation"":""Charité-Universitätsmedizin Berlin, Interdisziplinäres Schlafmedizinisches Zentrum"",""telephone"":""+4930450513122"",""fax"":""[---]*"",""email"":""thomas.penzel at charite.de"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Thomas Penzel""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Interdisziplinäres Schlafmedizinisches Zentrum Charité Universitätsmedizin Berlin"",""telephone"":""030-450513122"",""fax"":""030-450513906"",""email"":""thomas.penzel at charite.de"",""url"":""http://schlafmedizin.charite.de"",""name"":""Mr. Prof. Dr. Thomas Penzel""},{""label"":""Contact for Public Queries"",""affiliation"":""Charité-Universitätsmedizin Berlin, Interdisziplinäres Schlafmedizinisches Zentrum"",""telephone"":""+4930450513122"",""fax"":""+4930450513906"",""email"":""christian.veauthier at charite.de"",""url"":""http://schlafmedizin.charite.de"",""name"":""Mr. Dr. med. Christian Veauthier""}]"
DRKS00009347,2,6,2016-06-07,Recruiting ongoing,2015-09-23,NA,60,Actual,18 Years,70 Years,"Both, male and female","[""Additional Inclusion Criteria"",""- sex: male and female\n- minimum age: 18 years\n- maximum age: 70 years\n- healthy sleep (control group) or\npresence of one of the following diagnoses:\no restless legs syndrome\no obstructive sleep apnea\n- comprehension of the study protocol\n- written consent\n""]","[""Exclusion Criteria"",""- severe heart failure\n- severe respiratory failure\n- home ventilation (BiLevel or higher)\n- acute psychiatric disorder like severe depression, - mania or psychosis\n- body mass index > 40\n- pregnancy\ns- leep disorders (only relevant to control group)\n""]","[""Comparison of the data on night time movements that are collected with Video-KinectTM with the parameters of polysomnography regarding to depth of sleep, quality of sleep and sleep disturbance.""]","[""Compilation of a sleep profile (awake/sleep) based on the data of Kinect and comparison of these profile with the sleep profile that is calculated with polysomnography or actigraphy.""]","[{""label"":""Primary Sponsor"",""affiliation"":""Charité-Universitätsmedizin Berlin, Interdisziplinäres Schlafmedizinisches Zentrum"",""telephone"":""+4930450513122"",""fax"":""[---]*"",""email"":""thomas.penzel at charite.de"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Thomas Penzel""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Interdisziplinäres Schlafmedizinisches Zentrum Charité Universitätsmedizin Berlin"",""telephone"":""030-450513122"",""fax"":""030-450513906"",""email"":""thomas.penzel at charite.de"",""url"":""http://schlafmedizin.charite.de"",""name"":""Mr. Prof. Dr. Thomas Penzel""},{""label"":""Contact for Public Queries"",""affiliation"":""Charité-Universitätsmedizin Berlin, Interdisziplinäres Schlafmedizinisches Zentrum"",""telephone"":""+4930450513122"",""fax"":""+4930450513906"",""email"":""christian.veauthier at charite.de"",""url"":""http://schlafmedizin.charite.de"",""name"":""Mr. Dr. med. Christian Veauthier""}]"
DRKS00009347,3,6,2016-12-09,"Recruiting complete, follow-up complete",2015-09-23,2016-11-20,60,Actual,18 Years,70 Years,"Both, male and female","[""Additional Inclusion Criteria"",""- sex: male and female\n- minimum age: 18 years\n- maximum age: 70 years\n- healthy sleep (control group) or\npresence of one of the following diagnoses:\no restless legs syndrome\no obstructive sleep apnea\n- comprehension of the study protocol\n- written consent\n""]","[""Exclusion Criteria"",""- severe heart failure\n- severe respiratory failure\n- home ventilation (BiLevel or higher)\n- acute psychiatric disorder like severe depression, - mania or psychosis\n- body mass index > 40\n- pregnancy\ns- leep disorders (only relevant to control group)\n""]","[""Comparison of the data on night time movements that are collected with Video-KinectTM with the parameters of polysomnography regarding to depth of sleep, quality of sleep and sleep disturbance.""]","[""Compilation of a sleep profile (awake/sleep) based on the data of Kinect and comparison of these profile with the sleep profile that is calculated with polysomnography or actigraphy.""]","[{""label"":""Primary Sponsor"",""affiliation"":""Charité-Universitätsmedizin Berlin, Interdisziplinäres Schlafmedizinisches Zentrum"",""telephone"":""+4930450513122"",""fax"":""[---]*"",""email"":""thomas.penzel at charite.de"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Thomas Penzel""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Interdisziplinäres Schlafmedizinisches Zentrum Charité Universitätsmedizin Berlin"",""telephone"":""030-450513122"",""fax"":""030-450513906"",""email"":""thomas.penzel at charite.de"",""url"":""http://schlafmedizin.charite.de"",""name"":""Mr. Prof. Dr. Thomas Penzel""},{""label"":""Contact for Public Queries"",""affiliation"":""Charité-Universitätsmedizin Berlin, Interdisziplinäres Schlafmedizinisches Zentrum"",""telephone"":""+4930450513122"",""fax"":""+4930450513906"",""email"":""christian.veauthier at charite.de"",""url"":""https://schlafmedizin.charite.de"",""name"":""Mr. Dr. med. Christian Veauthier""}]"
DRKS00009347,4,6,2017-08-11,"Recruiting complete, follow-up complete",2015-09-23,2016-11-20,60,Actual,18 Years,70 Years,"Both, male and female","[""Additional Inclusion Criteria"",""- sex: male and female\n- minimum age: 18 years\n- maximum age: 70 years\n- healthy sleep (control group) or\npresence of one of the following diagnoses:\no restless legs syndrome\no obstructive sleep apnea\n- comprehension of the study protocol\n- written consent\n""]","[""Exclusion Criteria"",""- severe heart failure\n- severe respiratory failure\n- home ventilation (BiLevel or higher)\n- acute psychiatric disorder like severe depression, - mania or psychosis\n- body mass index > 40\n- pregnancy\ns- leep disorders (only relevant to control group)\n""]","[""Comparison of the data on night time movements that are collected with Video-KinectTM with the parameters of polysomnography regarding to depth of sleep, quality of sleep and sleep disturbance.""]","[""Compilation of a sleep profile (awake/sleep) based on the data of Kinect and comparison of these profile with the sleep profile that is calculated with polysomnography or actigraphy.""]","[{""label"":""Primary Sponsor"",""affiliation"":""Charité-Universitätsmedizin Berlin, Interdisziplinäres Schlafmedizinisches Zentrum"",""telephone"":""+4930450513122"",""fax"":""[---]*"",""email"":""thomas.penzel at charite.de"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Thomas Penzel""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Interdisziplinäres Schlafmedizinisches Zentrum Charité Universitätsmedizin Berlin"",""telephone"":""030-450513122"",""fax"":""030-450513906"",""email"":""thomas.penzel at charite.de"",""url"":""http://schlafmedizin.charite.de"",""name"":""Mr. Prof. Dr. Thomas Penzel""},{""label"":""Contact for Public Queries"",""affiliation"":""Charité-Universitätsmedizin Berlin, Interdisziplinäres Schlafmedizinisches Zentrum"",""telephone"":""+4930450513122"",""fax"":""+4930450513906"",""email"":""christian.veauthier at charite.de"",""url"":""https://schlafmedizin.charite.de"",""name"":""Mr. Dr. med. Christian Veauthier""}]"
DRKS00009347,5,6,2019-02-13,"Recruiting complete, follow-up complete",2015-09-23,2016-11-20,60,Actual,18 Years,70 Years,"Both, male and female","[""Additional Inclusion Criteria"",""- sex: male and female\n- minimum age: 18 years\n- maximum age: 70 years\n- healthy sleep (control group) or\npresence of one of the following diagnoses:\no restless legs syndrome\no obstructive sleep apnea\n- comprehension of the study protocol\n- written consent\n""]","[""Exclusion Criteria"",""- severe heart failure\n- severe respiratory failure\n- home ventilation (BiLevel or higher)\n- acute psychiatric disorder like severe depression, - mania or psychosis\n- body mass index > 40\n- pregnancy\ns- leep disorders (only relevant to control group)\n""]","[""Comparison of the data on night time movements that are collected with Video-KinectTM with the parameters of polysomnography regarding to depth of sleep, quality of sleep and sleep disturbance.""]","[""Compilation of a sleep profile (awake/sleep) based on the data of Kinect and comparison of these profile with the sleep profile that is calculated with polysomnography or actigraphy.""]","[{""label"":""Primary Sponsor"",""affiliation"":""Charité-Universitätsmedizin Berlin, Interdisziplinäres Schlafmedizinisches Zentrum"",""telephone"":""+4930450513122"",""fax"":""[---]*"",""email"":""thomas.penzel at charite.de"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Thomas Penzel""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Interdisziplinäres Schlafmedizinisches Zentrum Charité Universitätsmedizin Berlin"",""telephone"":""030-450513122"",""fax"":""030-450513906"",""email"":""thomas.penzel at charite.de"",""url"":""http://schlafmedizin.charite.de"",""name"":""Mr. Prof. Dr. Thomas Penzel""},{""label"":""Contact for Public Queries"",""affiliation"":""Charité-Universitätsmedizin Berlin, Interdisziplinäres Schlafmedizinisches Zentrum"",""telephone"":""+4930450513122"",""fax"":""+4930450513906"",""email"":""christian.veauthier at charite.de"",""url"":""https://schlafmedizin.charite.de"",""name"":""Mr. Dr. med. Christian Veauthier""}]"
DRKS00009347,6,6,2019-02-13,"Recruiting complete, follow-up complete",2015-09-23,2016-11-20,60,Actual,18 Years,70 Years,"Both, male and female","[""Additional Inclusion Criteria"",""- sex: male and female\n- minimum age: 18 years\n- maximum age: 70 years\n- healthy sleep (control group) or\npresence of one of the following diagnoses:\no restless legs syndrome\no obstructive sleep apnea\n- comprehension of the study protocol\n- written consent\n""]","[""Exclusion Criteria"",""- severe heart failure\n- severe respiratory failure\n- home ventilation (BiLevel or higher)\n- acute psychiatric disorder like severe depression, - mania or psychosis\n- body mass index > 40\n- pregnancy\ns- leep disorders (only relevant to control group)\n""]","[""Comparison of the data on night time movements that are collected with Video-KinectTM with the parameters of polysomnography regarding to depth of sleep, quality of sleep and sleep disturbance.""]","[""Compilation of a sleep profile (awake/sleep) based on the data of Kinect and comparison of these profile with the sleep profile that is calculated with polysomnography or actigraphy.""]","[{""label"":""Primary Sponsor"",""affiliation"":""Charité-Universitätsmedizin Berlin, Interdisziplinäres Schlafmedizinisches Zentrum"",""telephone"":""+4930450513122"",""fax"":""[---]*"",""email"":""thomas.penzel at charite.de"",""url"":""[---]*"",""name"":""Mr. Prof. Dr. Thomas Penzel""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Interdisziplinäres Schlafmedizinisches Zentrum Charité Universitätsmedizin Berlin"",""telephone"":""030-450513122"",""fax"":""030-450513906"",""email"":""thomas.penzel at charite.de"",""url"":""http://schlafmedizin.charite.de"",""name"":""Mr. Prof. Dr. Thomas Penzel""},{""label"":""Contact for Public Queries"",""affiliation"":""Charité-Universitätsmedizin Berlin, Interdisziplinäres Schlafmedizinisches Zentrum"",""telephone"":""+4930450513122"",""fax"":""+4930450513906"",""email"":""christian.veauthier at charite.de"",""url"":""https://schlafmedizin.charite.de"",""name"":""Mr. Dr. med. Christian Veauthier""}]"
DRKS00009368,1,5,2015-09-21,"Recruiting complete, follow-up complete",2015-03-11,2015-08-05,8,Actual,18 Years,95 Years,"Both, male and female","[""Additional Inclusion Criteria"",""Patients eligible for inclusion were able to give informed consent, were between 18 and 95 years old and non-smokers (for ≥5 years). All patients wore removable prostheses, partially or totally covering the upper alveolar ridge and/or hard palate. Confirmation of diagnosis assumed from clinical signs of infection (at least in terms of erythematous maculae or zones but possibly hyperplasia or complaints as well) via Candida detection was required. Hence, all subjects were diagnosed with denture stomatitis Newton-level 1, 2 or 3 based on both positive clinical and paraclinical findings.""]","[""Exclusion Criteria"",""Patients having suffered from any malignant tumor within the last five years or suffering from severe general diseases (American Society of Anesthesiologists (ASA) risk class ≥ 3, myocardial infarction within the last six months, cardiomyopathy, New York Heart Association (NYHA) cardiac insufficiency stage ≥ III, chronic obstructive pulmonary disease (COPD), renal insufficiency, diabetes mellitus (HbA1c ≥ 7%), sickle-cell anemia, rheumatoid arthritis, status post radiation or organ transplantation, malnutrition) were excluded from the study. Furthermore, pacemaker carriers, pregnant women, smokers, alcoholics and drug users were not eligible.""]","[""At the end of treatment after six-time plasma application there is a remission of erythema. The evaluation is carried out using a digital measurement of the photographs made.""]","[""At the end of treatment after six-time plasma application Candida spp. can not or only sporadically be detected. A mouth swab confirms this. There is a reduction in VAS scores in cases with existing complaints. These are collected once a week.""]","[{""label"":""Primary Sponsor"",""affiliation"":""Charité Campus Benjamin Franklin"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""http://www.charite.de"",""name"":""""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Charité Campus Benjamin Franklin; CC3 - Zahn-, Mund- und Kieferheilkunde"",""telephone"":""+4930450562675"",""fax"":""[---]*"",""email"":""saskia.preissner at charite.de"",""url"":""http://www.charite.de"",""name"":""Ms. PD Dr. Saskia Preissner""},{""label"":""Contact for Public Queries"",""affiliation"":""Charité Campus Benjamin Franklin; CC3 - Zahn-, Mund- und Kieferheilkunde"",""telephone"":""+4930450562675"",""fax"":""[---]*"",""email"":""saskia.preissner at charite.de"",""url"":""http://www.charite.de"",""name"":""Ms. PD Dr. Saskia Preissner""}]"
DRKS00009368,2,5,2016-03-22,"Recruiting complete, follow-up complete",2015-03-11,2015-08-05,8,Actual,18 Years,95 Years,"Both, male and female","[""Additional Inclusion Criteria"",""Patients eligible for inclusion were able to give informed consent, were between 18 and 95 years old and non-smokers (for ≥5 years). All patients wore removable prostheses, partially or totally covering the upper alveolar ridge and/or hard palate. Confirmation of diagnosis assumed from clinical signs of infection (at least in terms of erythematous maculae or zones but possibly hyperplasia or complaints as well) via Candida detection was required. Hence, all subjects were diagnosed with denture stomatitis Newton-level 1, 2 or 3 based on both positive clinical and paraclinical findings.""]","[""Exclusion Criteria"",""Patients having suffered from any malignant tumor within the last five years or suffering from severe general diseases (American Society of Anesthesiologists (ASA) risk class ≥ 3, myocardial infarction within the last six months, cardiomyopathy, New York Heart Association (NYHA) cardiac insufficiency stage ≥ III, chronic obstructive pulmonary disease (COPD), renal insufficiency, diabetes mellitus (HbA1c ≥ 7%), sickle-cell anemia, rheumatoid arthritis, status post radiation or organ transplantation, malnutrition) were excluded from the study. Furthermore, pacemaker carriers, pregnant women, smokers, alcoholics and drug users were not eligible.""]","[""At the end of treatment after six-time plasma application there is a remission of erythema. The evaluation is carried out using a digital measurement of the photographs made.""]","[""At the end of treatment after six-time plasma application Candida spp. can not or only sporadically be detected. A mouth swab confirms this. There is a reduction in VAS scores in cases with existing complaints. These are collected once a week.""]","[{""label"":""Primary Sponsor"",""affiliation"":""Charité Campus Benjamin Franklin"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""http://www.charite.de"",""name"":""""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Charité Campus Benjamin Franklin; CC3 - Zahn-, Mund- und Kieferheilkunde"",""telephone"":""+4930450562675"",""fax"":""[---]*"",""email"":""saskia.preissner at charite.de"",""url"":""http://www.charite.de"",""name"":""Ms. PD Dr. Saskia Preissner""},{""label"":""Contact for Public Queries"",""affiliation"":""Charité Campus Benjamin Franklin; CC3 - Zahn-, Mund- und Kieferheilkunde"",""telephone"":""+4930450562675"",""fax"":""[---]*"",""email"":""saskia.preissner at charite.de"",""url"":""http://www.charite.de"",""name"":""Ms. PD Dr. Saskia Preissner""}]"
DRKS00009368,3,5,2016-09-22,"Recruiting complete, follow-up complete",2015-03-11,2015-08-05,8,Actual,18 Years,95 Years,"Both, male and female","[""Additional Inclusion Criteria"",""Patients eligible for inclusion were able to give informed consent, were between 18 and 95 years old and non-smokers (for ≥5 years). All patients wore removable prostheses, partially or totally covering the upper alveolar ridge and/or hard palate. Confirmation of diagnosis assumed from clinical signs of infection (at least in terms of erythematous maculae or zones but possibly hyperplasia or complaints as well) via Candida detection was required. Hence, all subjects were diagnosed with denture stomatitis Newton-level 1, 2 or 3 based on both positive clinical and paraclinical findings.""]","[""Exclusion Criteria"",""Patients having suffered from any malignant tumor within the last five years or suffering from severe general diseases (American Society of Anesthesiologists (ASA) risk class ≥ 3, myocardial infarction within the last six months, cardiomyopathy, New York Heart Association (NYHA) cardiac insufficiency stage ≥ III, chronic obstructive pulmonary disease (COPD), renal insufficiency, diabetes mellitus (HbA1c ≥ 7%), sickle-cell anemia, rheumatoid arthritis, status post radiation or organ transplantation, malnutrition) were excluded from the study. Furthermore, pacemaker carriers, pregnant women, smokers, alcoholics and drug users were not eligible.""]","[""At the end of treatment after six-time plasma application there is a remission of erythema. The evaluation is carried out using a digital measurement of the photographs made.""]","[""At the end of treatment after six-time plasma application Candida spp. can not or only sporadically be detected. A mouth swab confirms this. There is a reduction in VAS scores in cases with existing complaints. These are collected once a week.""]","[{""label"":""Primary Sponsor"",""affiliation"":""Charité Campus Benjamin Franklin"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""http://www.charite.de"",""name"":""""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Charité Campus Benjamin Franklin; CC3 - Zahn-, Mund- und Kieferheilkunde"",""telephone"":""+4930450562675"",""fax"":""[---]*"",""email"":""saskia.preissner at charite.de"",""url"":""http://www.charite.de"",""name"":""Ms. PD Dr. Saskia Preissner""},{""label"":""Contact for Public Queries"",""affiliation"":""Charité Campus Benjamin Franklin; CC3 - Zahn-, Mund- und Kieferheilkunde"",""telephone"":""+4930450562675"",""fax"":""[---]*"",""email"":""saskia.preissner at charite.de"",""url"":""http://www.charite.de"",""name"":""Ms. PD Dr. Saskia Preissner""}]"
DRKS00009368,4,5,2017-03-27,"Recruiting complete, follow-up complete",2015-03-11,2015-08-05,8,Actual,18 Years,95 Years,"Both, male and female","[""Additional Inclusion Criteria"",""Patients eligible for inclusion were able to give informed consent, were between 18 and 95 years old and non-smokers (for ≥5 years). All patients wore removable prostheses, partially or totally covering the upper alveolar ridge and/or hard palate. Confirmation of diagnosis assumed from clinical signs of infection (at least in terms of erythematous maculae or zones but possibly hyperplasia or complaints as well) via Candida detection was required. Hence, all subjects were diagnosed with denture stomatitis Newton-level 1, 2 or 3 based on both positive clinical and paraclinical findings.""]","[""Exclusion Criteria"",""Patients having suffered from any malignant tumor within the last five years or suffering from severe general diseases (American Society of Anesthesiologists (ASA) risk class ≥ 3, myocardial infarction within the last six months, cardiomyopathy, New York Heart Association (NYHA) cardiac insufficiency stage ≥ III, chronic obstructive pulmonary disease (COPD), renal insufficiency, diabetes mellitus (HbA1c ≥ 7%), sickle-cell anemia, rheumatoid arthritis, status post radiation or organ transplantation, malnutrition) were excluded from the study. Furthermore, pacemaker carriers, pregnant women, smokers, alcoholics and drug users were not eligible.""]","[""At the end of treatment after six-time plasma application there is a remission of erythema. The evaluation is carried out using a digital measurement of the photographs made.""]","[""At the end of treatment after six-time plasma application Candida spp. can not or only sporadically be detected. A mouth swab confirms this. There is a reduction in VAS scores in cases with existing complaints. These are collected once a week.""]","[{""label"":""Primary Sponsor"",""affiliation"":""Charité Campus Benjamin Franklin"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""http://www.charite.de"",""name"":""""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Charité Campus Benjamin Franklin; CC3 - Zahn-, Mund- und Kieferheilkunde"",""telephone"":""+4930450562675"",""fax"":""[---]*"",""email"":""saskia.preissner at charite.de"",""url"":""http://www.charite.de"",""name"":""Ms. PD Dr. Saskia Preissner""},{""label"":""Contact for Public Queries"",""affiliation"":""Charité Campus Benjamin Franklin; CC3 - Zahn-, Mund- und Kieferheilkunde"",""telephone"":""+4930450562675"",""fax"":""[---]*"",""email"":""saskia.preissner at charite.de"",""url"":""http://www.charite.de"",""name"":""Ms. PD Dr. Saskia Preissner""}]"
DRKS00009368,5,5,2017-10-10,"Recruiting complete, follow-up complete",2015-03-11,2015-08-05,8,Actual,18 Years,95 Years,"Both, male and female","[""Additional Inclusion Criteria"",""Patients eligible for inclusion were able to give informed consent, were between 18 and 95 years old and non-smokers (for ≥5 years). All patients wore removable prostheses, partially or totally covering the upper alveolar ridge and/or hard palate. Confirmation of diagnosis assumed from clinical signs of infection (at least in terms of erythematous maculae or zones but possibly hyperplasia or complaints as well) via Candida detection was required. Hence, all subjects were diagnosed with denture stomatitis Newton-level 1, 2 or 3 based on both positive clinical and paraclinical findings.""]","[""Exclusion Criteria"",""Patients having suffered from any malignant tumor within the last five years or suffering from severe general diseases (American Society of Anesthesiologists (ASA) risk class ≥ 3, myocardial infarction within the last six months, cardiomyopathy, New York Heart Association (NYHA) cardiac insufficiency stage ≥ III, chronic obstructive pulmonary disease (COPD), renal insufficiency, diabetes mellitus (HbA1c ≥ 7%), sickle-cell anemia, rheumatoid arthritis, status post radiation or organ transplantation, malnutrition) were excluded from the study. Furthermore, pacemaker carriers, pregnant women, smokers, alcoholics and drug users were not eligible.""]","[""At the end of treatment after six-time plasma application there is a remission of erythema. The evaluation is carried out using a digital measurement of the photographs made.""]","[""At the end of treatment after six-time plasma application Candida spp. can not or only sporadically be detected. A mouth swab confirms this. There is a reduction in VAS scores in cases with existing complaints. These are collected once a week.""]","[{""label"":""Primary Sponsor"",""affiliation"":""Charité Campus Benjamin Franklin"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""http://www.charite.de"",""name"":""""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Charité Campus Benjamin Franklin; CC3 - Zahn-, Mund- und Kieferheilkunde"",""telephone"":""+4930450562675"",""fax"":""[---]*"",""email"":""saskia.preissner at charite.de"",""url"":""http://www.charite.de"",""name"":""Ms. PD Dr. Saskia Preissner""},{""label"":""Contact for Public Queries"",""affiliation"":""Charité Campus Benjamin Franklin; CC3 - Zahn-, Mund- und Kieferheilkunde"",""telephone"":""+4930450562675"",""fax"":""[---]*"",""email"":""saskia.preissner at charite.de"",""url"":""http://www.charite.de"",""name"":""Ms. PD Dr. Saskia Preissner""}]"
DRKS00009391,1,6,2016-01-08,"Recruiting complete, follow-up complete",2015-03-24,2016-01-07,20,Actual,18 Years,95 Years,"Both, male and female","[""Additional Inclusion Criteria"",""- Ability (verbal, physically and mentally) to understand the nature of the study and to participate\n- Willingness to study participation\n- Completed and signed informed consent\n- Age between 18 and 95 years\n- Non-Smokers (for ≥ 5 years)\n- endentulous participants wearing complete dentures (incl. implant-assisted prostheses without signs of periimplant infections)\n\nSpecific inclusion criteria\nTest group (n=10)\n- confirmation of diagnosis assumed from clinical signs of candida infection\n- patients prior to antifungal therapy according to microbiological results\n\nControl group (n=10)\n- no signs of clinical symptoms of a candida infection""]","[""Exclusion Criteria"",""- Previous malignancies (≤5 years)\n- Severe internal comorbidities (myocardial infarction, cardiomyopathy, NYHA functional class III / IV, severe COPD, renal failure, Diabetes mellitus with HbA1c ≥7.0%, ASA class ≥3)\n- Drug addiction, incl. Alcohol\n- smokers, ex-smokers < 5 years\n- Patients under 18 years old\n- Patients over 70 years\n- Participation in a similar study""]","[""Detectable Candida-specific signature VOCs (volatile organic compounds) at diagnosis with the help of gas chromatography and mass spectrometry""]","[""No detectable Candida-specific signature VOCs after antifungal therapy with the help of gas chromatography and mass spectrometry""]","[{""label"":""Primary Sponsor"",""affiliation"":""Charité Campus Charité Mitte"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""http://www.charite.de"",""name"":""""},{""label"":""Collaborator, Other Address"",""affiliation"":""Charité Campus Berlin Buch"",""telephone"":""[---]*"",""fax"":""[---]*"",""email"":""[---]*"",""url"":""http://www.charite.de"",""name"":""Mr. PD Dr. Robert Preissner""},{""label"":""Contact for Scientific Queries"",""affiliation"":""Charité - Universitätsmedizin Berlin"",""telephone"":""+4930450562675"",""fax"":""[---]*"",""email"":""saskia.preissner at charite.de"",""url"":""http://www.charite.de"",""name"":""Ms. PD Dr. Saskia Preissner""},{""label"":""Contact for Public Queries"",""affiliation"":""Charité - Universitätsmedizin Berlin"",""telephone"":""+4930450662626"",""fax"":""[---]*"",""email"":""moritz.hertel at charite.de"",""url"":""http://www.charite.de"",""name"":""Mr. Dr. Moritz Hertel""}]"
